Site_Name,EPA_ID,City,County,State,ZIP_Code,Region,NPL_Status,Superfund_Alternative_Agreement,Federal_Facility,Operable_Unit_Number,Sequence_ID,Decision_Document_Type,Actual_Completion_Date,Fiscal_Year,Media,Contaminant_NameARSENIC,Contaminant_NameBENZENE,Contaminant_NameBENZO(B)FLUORANTHENE,Contaminant_NameBENZO[A]PYRENE,Contaminant_NameCADMIUM,Contaminant_NameCHLOROETHENE (VINYL CHLORIDE),Contaminant_NameCHLOROFORM,Contaminant_NameLEAD,Contaminant_NameMERCURY,Contaminant_NamePOLYCHLORINATED BIPHENYLS (PCBs),Contaminant_NamePOLYCYCLIC AROMATIC HYDROCARBONS (PAHS),geometry,X.SampleID
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,1,0,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000001694
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,1,0,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000002749
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,1,0,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000039937
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,1,0,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000069148
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,1,0,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000045011
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,1,0,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000026157
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000002750
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000076169
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000031448
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000031288
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000031284
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000011181
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000020032
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000003981
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000010981
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000011170
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000040052
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000010183
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000010182
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000031514
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000036980
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000012073
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000012072
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000013174
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000078786
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000014880
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000079062
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000013249
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000011193
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000014118
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000014534
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000052280
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000052281
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000003982
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000030981
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000031847
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000051177
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000013719
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000006114
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000001694
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000002749
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000039937
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000069148
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000045011
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,1,0,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000026157
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000002750
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000076169
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000031448
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000031288
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000031284
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000011181
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000020032
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000003981
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000010981
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000011170
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000040052
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000010183
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000010182
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000031514
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000036980
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000012073
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000012072
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000013174
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000078786
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000014880
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000079062
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000013249
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000011193
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000014118
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000014534
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000052280
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000052281
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000003982
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000030981
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000031847
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000051177
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000013719
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000006114
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000001694
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000002749
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000039937
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000069148
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000045011
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,1,0,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000026157
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,0,1,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000002750
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,0,1,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000076169
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,0,1,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000031448
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,0,1,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000031288
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,0,1,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000031284
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,0,1,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000011181
HUNTERS POINT NAVAL SHIPYARD,CA1170090087,SAN FRANCISCO,SAN FRANCISCO,CA,94124,9,Currently on the Final NPL,N,Y,2,2,Explanation of Significant Differences,5-May-00,2000,Soil,0,0,0,0,1,0,0,0,0,0,0,"c(-122.36732, 37.72229)",10317.000020032
